Detector,DateTime_local,Date_local,Time_local,Hour_local,auto_id,match_ratio,fc,sc,offset,margin,alternate_1,alternate_2,alternate_3,manual_id,n,pulses,dur,files,channel,fmax,fmin,duration,detector_id,source_file,folder,in_file,out_file_fs,out_file_zc,indir,outdir,matching,fmean,tbc,fk,tk,s1,tc,qual,review_orgid,DateTime_UTC,species,Night
LPE,2025-10-07T08:21:24Z,2025-10-07,03:21:24,3,LASNOC,0.786,28.744,17.87,0,0.345556,EPTFUS,LASCIN,NA,NA,14,14,5.194,1,0,35.144,28.324,6.613333,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251007,245AAA0666BC1507_20251007_082124T.WAV,245AAA0666BC1507_20251007_082124_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,11,29.997,469.776,29.521,3.439,275.42,4.637,4.94,NA,2025-10-07T08:21:24Z,LASNOC,2025-10-06
LPE,2025-10-08T00:51:46Z,2025-10-07,19:51:46,19,LASCIN,0.5,23.623,4.33,0,0.357406,EPTFUS,NA,NA,NA,2,2,6.572,1,0,24.482,22.742,4.82,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_005146T.WAV,245AAA0666BC1507_20251008_005146_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,1,23.649,2097.573,23.727,3.445,-11.99,4.992,1.55,NA,2025-10-08T00:51:46Z,LASCIN,2025-10-07
LPE,2025-10-08T01:02:02Z,2025-10-07,20:02:02,20,LASBOR,1,43.845,19.68,0,0.207442,MYOLUC,PERSUB,NA,NA,2,2,3.685,1,0,50.54,43.598,4.138667,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_010202T.WAV,245AAA0666BC1507_20251008_010202_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,45.816,2488.768,44.947,1.923,253.49,3.593,0.84,NA,2025-10-08T01:02:02Z,LASBOR,2025-10-07
LPE,2025-10-08T02:08:04Z,2025-10-07,21:08:04,21,LASNOC,0.5,26.335,13.66,0,0.363568,EPTFUS,LASCIN,NA,NA,2,2,6.471,1,0,28.022,26.334,1.321333,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_020804T.WAV,245AAA0666BC1507_20251008_020804_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,1,26.915,882.178,26.877,3.656,40.66,6.471,0.68,NA,2025-10-08T02:08:04Z,LASNOC,2025-10-07
LPE,2025-10-08T02:08:18Z,2025-10-07,21:08:18,21,LASNOC,0.667,25.507,14.59,0,0.296419,LASCIN,EPTFUS,NA,NA,3,3,8.393,1,0,28.946,25.193,4.564,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_020818T.WAV,245AAA0666BC1507_20251008_020818_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,26.381,284.719,26.32,3.821,169.65,7.177,0.49,NA,2025-10-08T02:08:18Z,LASNOC,2025-10-07
LPE,2025-10-08T02:17:24Z,2025-10-07,21:17:24,21,LASCIN,1,24.112,16.18,0,0.326903,LASNOC,EPTFUS,NA,NA,6,6,5.722,1,0,25.657,23.696,6.014667,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_021724T.WAV,245AAA0666BC1507_20251008_021724_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,6,24.536,336.947,24.527,3.058,55.54,4.603,1.75,NA,2025-10-08T02:17:24Z,LASCIN,2025-10-07
LPE,2025-10-08T02:17:38Z,2025-10-07,21:17:38,21,EPTFUS,0.615,26.54,40.61,0,0.364396,LASNOC,LASCIN,NA,NA,26,26,7.036,1,0,42.887,25.918,8.489333,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_021738T.WAV,245AAA0666BC1507_20251008_021738_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,16,30.356,226.065,27.976,4.573,329.65,6.437,4.62,NA,2025-10-08T02:17:38Z,EPTFUS,2025-10-07
LPE,2025-10-08T02:18:34Z,2025-10-07,21:18:34,21,EPTFUS,1,29.322,47.74,0,0.318435,LASNOC,NA,NA,NA,5,5,4.076,1,0,36.814,28.563,2.004,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_021834T.WAV,245AAA0666BC1507_20251008_021834_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,5,31.512,391.815,30.379,2.852,197.11,3.626,1.55,NA,2025-10-08T02:18:34Z,EPTFUS,2025-10-07
LPE,2025-10-08T02:32:20Z,2025-10-07,21:32:20,21,LASNOC,0.944,26.472,19.53,0,0.409703,EPTFUS,LASCIN,NA,NA,18,18,7.515,1,0,31.326,26.1,8.062667,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_023220T.WAV,245AAA0666BC1507_20251008_023220_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,17,27.405,378.469,26.984,4.949,225.75,6.328,3.68,NA,2025-10-08T02:32:20Z,LASNOC,2025-10-07
LPE,2025-10-08T03:19:00Z,2025-10-07,22:19:00,22,LASNOC,1,28.493,12.14,0,0.302424,EPTFUS,LASCIN,NA,NA,8,8,4.948,1,0,38.8,27.899,8.405333,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_031900T.WAV,245AAA0666BC1507_20251008_031900_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,8,30.732,494.505,28.87,3.362,334.62,4.255,1.78,NA,2025-10-08T03:19:00Z,LASNOC,2025-10-07
LPE,2025-10-08T03:55:10Z,2025-10-07,22:55:10,22,LASNOC,1,26.438,10.74,0,0.425765,LASCIN,EPTFUS,NA,NA,11,11,8.348,1,0,30.42,26.154,4.478667,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_035510T.WAV,245AAA0666BC1507_20251008_035510_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,11,27.39,278.103,26.738,5.771,126.87,7.437,1.62,NA,2025-10-08T03:55:10Z,LASNOC,2025-10-07
LPE,2025-10-08T04:11:30Z,2025-10-07,23:11:30,23,LASNOC,1,26.078,11.24,0,0.366897,LASCIN,EPTFUS,NA,NA,18,18,7.817,1,0,28.718,25.742,5.929333,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_041130T.WAV,245AAA0666BC1507_20251008_041130_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,18,26.619,307.216,26.329,5.252,189.52,6.457,4.2,NA,2025-10-08T04:11:30Z,LASNOC,2025-10-07
LPE,2025-10-08T04:22:28Z,2025-10-07,23:22:28,23,LASNOC,0.889,26.329,12.33,0,0.496229,EPTFUS,LASCIN,NA,NA,9,9,7.728,1,0,37.09,26.047,6.954667,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_042228T.WAV,245AAA0666BC1507_20251008_042228_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,8,28.231,340.467,27.072,4.23,330.44,6.81,1.7,NA,2025-10-08T04:22:28Z,LASNOC,2025-10-07
LPE,2025-10-08T04:49:18Z,2025-10-07,23:49:18,23,LASNOC,0.654,27.474,23.07,0,0.397474,EPTFUS,LASCIN,NA,NA,26,26,4.838,1,0,34.132,27.155,7.977333,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_044918T.WAV,245AAA0666BC1507_20251008_044918_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,17,28.998,235.388,28.047,3.17,236.52,4.419,5.82,NA,2025-10-08T04:49:18Z,LASNOC,2025-10-07
LPE,2025-10-08T04:50:00Z,2025-10-07,23:50:00,23,LASNOC,0.917,26.368,5.15,0,0.379219,LASCIN,EPTFUS,NA,NA,12,12,8.166,1,0,29.063,25.749,7.721333,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_045000T.WAV,245AAA0666BC1507_20251008_045000_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,11,26.715,591.075,26.709,3.703,168.36,5.892,4,NA,2025-10-08T04:50:00Z,LASNOC,2025-10-07
LPE,2025-10-08T05:05:52Z,2025-10-08,00:05:52,0,EPTFUS,0.545,27.912,74.8,0,0.348267,LASNOC,NA,NA,NA,22,22,4.571,1,0,44.865,27.589,8.66,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251008,245AAA0666BC1507_20251008_050552T.WAV,245AAA0666BC1507_20251008_050552_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,12,32.861,289.295,30.265,3.043,427.12,4.421,4.26,NA,2025-10-08T05:05:52Z,EPTFUS,2025-10-07
LPE,2025-10-09T00:31:42Z,2025-10-08,19:31:42,19,EPTFUS,0.111,25.362,4.55,0,0.245967,LASCIN,LASNOC,NA,NA,9,9,11.394,1,0,32.816,24.396,4.734667,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 09\20251009,245AAA0666BC1507_20251009_003142T.WAV,245AAA0666BC1507_20251009_003142_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,1,26.815,272.032,25.518,8.551,178.81,9.304,1.96,NA,2025-10-09T00:31:42Z,EPTFUS,2025-10-08
LPE,2025-10-10T00:16:18Z,2025-10-09,19:16:18,19,LASBOR,0.75,40.808,46.02,0,0.314232,MYOLUC,PERSUB,NA,NA,4,4,3.338,1,0,47.988,40.635,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251010,245AAA0666BC1507_20251010_001618T.WAV,245AAA0666BC1507_20251010_001618_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,43.049,798.846,43.506,1.203,131.65,3.314,0.97,NA,2025-10-10T00:16:18Z,LASBOR,2025-10-09
LPE,2025-10-10T00:32:10Z,2025-10-09,19:32:10,19,LASBOR,1,40.101,28.08,0,0.416552,MYOLUC,PERSUB,NA,NA,3,3,2.967,1,0,43.996,39.967,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251010,245AAA0666BC1507_20251010_003210T.WAV,245AAA0666BC1507_20251010_003210_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,41.397,851.352,41.712,1.084,141.49,2.898,0.54,NA,2025-10-10T00:32:10Z,LASBOR,2025-10-09
LPE,2025-10-10T00:35:40Z,2025-10-09,19:35:40,19,LASBOR,0.667,43.466,53.1,0,0.289147,PERSUB,MYOLUC,NA,NA,3,3,4.242,1,0,59.628,43.396,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251010,245AAA0666BC1507_20251010_003540T.WAV,245AAA0666BC1507_20251010_003540_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,47.922,115.294,46.72,2.13,310.57,4.053,0.58,NA,2025-10-10T00:35:40Z,LASBOR,2025-10-09
LPE,2025-10-10T01:09:16Z,2025-10-09,20:09:16,20,LASBOR,1,42.36,43.53,0,0.518878,MYOLUC,PERSUB,NA,NA,2,2,3.084,1,0,50.273,42.241,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251010,245AAA0666BC1507_20251010_010916T.WAV,245AAA0666BC1507_20251010_010916_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,44.911,622.441,44.476,1.564,127.61,2.988,0.35,NA,2025-10-10T01:09:16Z,LASBOR,2025-10-09
LPE,2025-10-10T01:13:00Z,2025-10-09,20:13:00,20,LASCIN,1,14.261,-1.41,0,0.647769,NA,NA,NA,NA,2,2,4.476,1,0,14.456,14.198,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251010,245AAA0666BC1507_20251010_011300T.WAV,245AAA0666BC1507_20251010_011300_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,14.292,16.502,14.273,2.933,25.82,4.476,0.72,NA,2025-10-10T01:13:00Z,LASCIN,2025-10-09
LPE,2025-10-11T00:17:28Z,2025-10-10,19:17:28,19,LASNOC,0.545,27.117,19.96,0,0.289932,EPTFUS,LASCIN,NA,NA,11,11,5.08,1,0,33.542,26.646,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_001728T.WAV,245AAA0666BC1507_20251011_001728_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,6,28.554,232.412,27.588,3.231,134.82,4.133,2.74,NA,2025-10-11T00:17:28Z,LASNOC,2025-10-10
LPE,2025-10-11T00:26:48Z,2025-10-10,19:26:48,19,EPTFUS,0.214,25.095,25.43,0,0.239749,LASNOC,LASCIN,NA,NA,14,14,6.888,1,0,31.487,24.879,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_002648T.WAV,245AAA0666BC1507_20251011_002648_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,26.853,408.669,25.591,4.993,116.39,6.339,4.51,NA,2025-10-11T00:26:48Z,EPTFUS,2025-10-10
LPE,2025-10-11T00:27:16Z,2025-10-10,19:27:16,19,LASCIN,1,23.29,8.98,0,0.278309,LASNOC,EPTFUS,NA,NA,6,6,5.366,1,0,24.922,22.819,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_002716T.WAV,245AAA0666BC1507_20251011_002716_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,6,23.647,581.722,23.494,2.84,48.41,4.121,1.71,NA,2025-10-11T00:27:16Z,LASCIN,2025-10-10
LPE,2025-10-11T00:30:18Z,2025-10-10,19:30:18,19,EPTFUS,0.576,26.122,48.89,0,0.363029,LASNOC,LASCIN,NA,NA,59,59,6.525,1,0,43.659,25.864,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_003018T.WAV,245AAA0666BC1507_20251011_003018_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,34,30.938,152.568,27.451,4.821,366.56,6.276,11.79,NA,2025-10-11T00:30:18Z,EPTFUS,2025-10-10
LPE,2025-10-11T00:33:34Z,2025-10-10,19:33:34,19,EPTFUS,1,29.428,56.44,0,0.264472,LASNOC,NA,NA,NA,5,5,3.032,1,0,36.915,29.213,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_003334T.WAV,245AAA0666BC1507_20251011_003334_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,5,31.976,129.966,30.624,2.145,211.51,2.921,1.23,NA,2025-10-11T00:33:34Z,EPTFUS,2025-10-10
LPE,2025-10-11T00:42:40Z,2025-10-10,19:42:40,19,LASCIN,1,24.408,22.94,0,0.238712,LASNOC,EPTFUS,NA,NA,3,3,4.195,1,0,25.681,24.226,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_004240T.WAV,245AAA0666BC1507_20251011_004240_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,24.889,252.059,24.826,2.838,52.42,4.031,0.9,NA,2025-10-11T00:42:40Z,LASCIN,2025-10-10
LPE,2025-10-11T01:03:26Z,2025-10-10,20:03:26,20,LASNOC,0.545,27.178,17.38,0,0.35203,EPTFUS,LASCIN,NA,NA,11,11,4.907,1,0,33.441,26.977,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_010326T.WAV,245AAA0666BC1507_20251011_010326_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,6,28.591,380.189,27.75,3.044,230.87,4.705,2.85,NA,2025-10-11T01:03:26Z,LASNOC,2025-10-10
LPE,2025-10-11T01:04:50Z,2025-10-10,20:04:50,20,EPTFUS,0.6,26.223,39.58,0,0.259193,LASNOC,LASCIN,NA,NA,10,10,4.916,1,0,33.785,25.689,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_010450T.WAV,245AAA0666BC1507_20251011_010450_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,6,28.534,558.995,27.17,3.087,184.95,4.276,2.42,NA,2025-10-11T01:04:50Z,EPTFUS,2025-10-10
LPE,2025-10-11T01:12:18Z,2025-10-10,20:12:18,20,EPTFUS,0.545,25.991,23.72,0,0.307764,LASNOC,LASCIN,NA,NA,11,11,6.723,1,0,32.128,25.642,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_011218T.WAV,245AAA0666BC1507_20251011_011218_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,6,27.517,348.105,26.737,4.482,170.83,5.98,3.04,NA,2025-10-11T01:12:18Z,EPTFUS,2025-10-10
LPE,2025-10-11T01:28:10Z,2025-10-10,20:28:10,20,EPTFUS,1,26.772,44.16,0,0.409652,LASNOC,LASCIN,NA,NA,8,8,5.752,1,0,38.6,26.067,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_012810T.WAV,245AAA0666BC1507_20251011_012810_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,8,29.681,380.22,28.199,3.439,265.35,5.194,1.27,NA,2025-10-11T01:28:10Z,EPTFUS,2025-10-10
LPE,2025-10-11T01:34:14Z,2025-10-10,20:34:14,20,EPTFUS,1,29.365,66.88,0,0.335327,LASNOC,NA,NA,NA,3,3,4.706,1,0,34.934,27.197,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_013414T.WAV,245AAA0666BC1507_20251011_013414_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,30.525,1082.9,32.176,1.472,107.78,3.317,0.85,NA,2025-10-11T01:34:14Z,EPTFUS,2025-10-10
LPE,2025-10-11T01:35:24Z,2025-10-10,20:35:24,20,EPTFUS,0.333,24.549,15.88,0,0.198291,LASCIN,LASNOC,NA,NA,9,9,9.027,1,0,31.523,24.275,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_013524T.WAV,245AAA0666BC1507_20251011_013524_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,26.739,486.771,24.982,7.154,119.42,8.666,1.78,NA,2025-10-11T01:35:24Z,EPTFUS,2025-10-10
LPE,2025-10-11T01:43:20Z,2025-10-10,20:43:20,20,EPTFUS,0.667,27.125,37,0,0.278811,LASNOC,LASCIN,NA,NA,9,9,3.339,1,0,31.76,26.763,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_014320T.WAV,245AAA0666BC1507_20251011_014320_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,6,28.46,529.114,27.885,1.894,76.08,2.846,2.36,NA,2025-10-11T01:43:20Z,EPTFUS,2025-10-10
LPE,2025-10-11T01:43:34Z,2025-10-10,20:43:34,20,EPTFUS,0.905,28.6,42.11,0,0.444442,LASNOC,NA,NA,NA,21,21,5.345,1,0,39.993,27.997,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_014334T.WAV,245AAA0666BC1507_20251011_014334_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,19,32.026,128.647,29.922,3.791,217.17,5.006,5.61,NA,2025-10-11T01:43:34Z,EPTFUS,2025-10-10
LPE,2025-10-11T01:59:54Z,2025-10-10,20:59:54,20,LASCIN,1,23.042,4.42,0,0.346129,EPTFUS,LASNOC,NA,NA,4,4,4.762,1,0,24.551,22.736,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_015954T.WAV,245AAA0666BC1507_20251011_015954_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,4,23.44,639.62,23.188,3.006,90.33,4.497,1.16,NA,2025-10-11T01:59:54Z,LASCIN,2025-10-10
LPE,2025-10-11T02:23:42Z,2025-10-10,21:23:42,21,EPTFUS,0.5,27.393,27.75,0,0.306546,LASNOC,NA,NA,NA,10,10,4.999,1,0,35.006,26.821,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_022342T.WAV,245AAA0666BC1507_20251011_022342_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,5,29.601,490.288,28.072,3.608,252.57,4.538,3.62,NA,2025-10-11T02:23:42Z,EPTFUS,2025-10-10
LPE,2025-10-11T03:20:52Z,2025-10-10,22:20:52,22,LASNOC,0.727,27.256,23.96,0,0.381251,EPTFUS,LASCIN,NA,NA,11,11,5.217,1,0,38.118,26.858,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_032052T.WAV,245AAA0666BC1507_20251011_032052_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,8,29.557,166.443,27.775,3.927,417.58,4.788,3.59,NA,2025-10-11T03:20:52Z,LASNOC,2025-10-10
LPE,2025-10-11T03:50:30Z,2025-10-10,22:50:30,22,LASNOC,0.744,27.984,22.62,0,0.289616,EPTFUS,LASCIN,NA,NA,39,39,4.275,1,0,40.275,27.79,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_035030T.WAV,245AAA0666BC1507_20251011_035030_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,29,30.816,156.097,28.517,2.924,376.76,4.033,7.67,NA,2025-10-11T03:50:30Z,LASNOC,2025-10-10
LPE,2025-10-11T06:59:58Z,2025-10-11,01:59:58,1,LASCIN,1,23.569,-10.73,0,0.338181,LASNOC,EPTFUS,NA,NA,4,4,8.767,1,0,26.081,22.991,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_065958T.WAV,245AAA0666BC1507_20251011_065958_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,4,23.979,492.231,23.465,6.074,91.73,7.055,1.5,NA,2025-10-11T06:59:58Z,LASCIN,2025-10-10
LPE,2025-10-11T07:53:10Z,2025-10-11,02:53:10,2,LASCIN,1,25,11.98,0,0.390387,EPTFUS,LASNOC,NA,NA,2,2,4.621,1,0,29.855,24.961,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251011,245AAA0666BC1507_20251011_075310T.WAV,245AAA0666BC1507_20251011_075310_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,26.109,1232.303,25.201,3.507,156.63,4.542,1.03,NA,2025-10-11T07:53:10Z,LASCIN,2025-10-10
LPE,2025-10-12T00:08:36Z,2025-10-11,19:08:36,19,EPTFUS,0.5,27.497,32.18,0,0.360412,LASNOC,LASCIN,NA,NA,4,4,3.094,1,0,33.413,27.334,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251012,245AAA0666BC1507_20251012_000836T.WAV,245AAA0666BC1507_20251012_000836_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,29.1,195.582,28.276,1.938,232.01,2.948,0.88,NA,2025-10-12T00:08:36Z,EPTFUS,2025-10-11
LPE,2025-10-12T00:18:10Z,2025-10-11,19:18:10,19,LASCIN,1,14.68,-10.87,0,0.402165,NA,NA,NA,NA,2,2,3.015,1,0,14.747,14.415,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251012,245AAA0666BC1507_20251012_001810T.WAV,245AAA0666BC1507_20251012_001810_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,14.592,103.273,14.508,0.552,13.58,2.329,0.58,NA,2025-10-12T00:18:10Z,LASCIN,2025-10-11
LPE,2025-10-12T01:19:32Z,2025-10-11,20:19:32,20,LASCIN,0.667,22.212,8.16,0,0.412309,NA,NA,NA,NA,3,3,3.512,1,0,22.55,21.88,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251012,245AAA0666BC1507_20251012_011932T.WAV,245AAA0666BC1507_20251012_011932_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,22.212,1281.042,22.192,1.512,28.95,2.825,1.2,NA,2025-10-12T01:19:32Z,LASCIN,2025-10-11
