Detector,DateTime_local,Date_local,Time_local,Hour_local,auto_id,match_ratio,fc,sc,offset,margin,alternate_1,alternate_2,alternate_3,manual_id,n,pulses,dur,files,channel,fmax,fmin,duration,detector_id,source_file,folder,in_file,out_file_fs,out_file_zc,indir,outdir,matching,fmean,tbc,fk,tk,s1,tc,qual,review_orgid,DateTime_UTC,species,Night
LPE,2025-10-17T23:37:02Z,2025-10-17,18:37:02,18,LASCIN,0.900,22.305,20.85,0.000,0.363909,EPTFUS,NA,NA,NA,10,10,4.353,1,0,23.629,21.900,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_233702T.WAV,245AAA0666BC1507_20251017_233702_000,NA,NA,NA,9,22.608,367.403,22.903,1.488,72.754,3.275,1.28,NA,2025-10-17T23:37:02Z,LASCIN,2025-10-17
LPE,2025-10-17T03:33:14Z,2025-10-16,22:33:14,22,LASCIN,1.000,19.479,20.77,0.000,0.388475,NA,NA,NA,NA,7,7,5.605,1,0,21.779,19.259,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_033314T.WAV,245AAA0666BC1507_20251017_033314_000,NA,NA,NA,7,20.135,602.612,19.922,3.356,98.580,5.071,1.09,NA,2025-10-17T03:33:14Z,LASCIN,2025-10-16
LPE,2025-10-25T00:12:06Z,2025-10-24,19:12:06,19,LASCIN,1.000,23.024,7.34,0.000,0.392935,NA,NA,NA,NA,6,6,3.811,1,0,23.429,22.837,9.000,245AAA0666BC1507,id.csv,10 26\20251025,245AAA0666BC1507_20251025_001206T.WAV,245AAA0666BC1507_20251025_001206_000,NA,NA,NA,6,23.103,113.551,23.124,1.527,-60.903,3.030,1.24,NA,2025-10-25T00:12:06Z,LASCIN,2025-10-24
LPE,2025-10-26T01:49:38Z,2025-10-25,20:49:38,20,LASCIN,1.000,12.942,-2.39,0.000,0.426638,NA,NA,NA,NA,6,6,5.358,1,0,13.049,12.774,9.000,245AAA0666BC1507,id.csv,10 26\20251026,245AAA0666BC1507_20251026_014938T.WAV,245AAA0666BC1507_20251026_014938_000,NA,NA,NA,6,12.907,42.276,12.905,1.851,5.003,3.399,1.49,NA,2025-10-26T01:49:38Z,LASCIN,2025-10-25
LPE,2025-10-25T00:59:28Z,2025-10-24,19:59:28,19,LASCIN,1.000,22.765,30.09,0.000,0.336704,NA,NA,NA,NA,6,6,7.390,1,0,24.513,22.484,9.000,245AAA0666BC1507,id.csv,10 26\20251025,245AAA0666BC1507_20251025_005928T.WAV,245AAA0666BC1507_20251025_005928_000,NA,NA,NA,6,23.397,493.797,23.294,4.862,55.594,6.050,2.43,NA,2025-10-25T00:59:28Z,LASCIN,2025-10-24
LPE,2025-10-26T03:12:14Z,2025-10-25,22:12:14,22,LASCIN,1.000,16.689,7.08,0.000,0.439149,NA,NA,NA,NA,5,5,2.585,1,0,16.921,16.476,9.000,245AAA0666BC1507,id.csv,10 26\20251026,245AAA0666BC1507_20251026_031214T.WAV,245AAA0666BC1507_20251026_031214_000,NA,NA,NA,5,16.717,113.040,16.703,1.101,-2.482,2.107,0.92,NA,2025-10-26T03:12:14Z,LASCIN,2025-10-25
LPE,2025-10-23T02:14:22Z,2025-10-22,21:14:22,21,LASCIN,1.000,16.660,11.67,0.000,0.440104,NA,NA,NA,NA,3,3,2.545,1,0,17.047,16.565,9.000,245AAA0666BC1507,id.csv,10 26\20251023,245AAA0666BC1507_20251023_021422T.WAV,245AAA0666BC1507_20251023_021422_000,NA,NA,NA,3,16.772,91.897,16.703,1.035,47.033,1.752,1.59,NA,2025-10-23T02:14:22Z,LASCIN,2025-10-22
LPE,2025-10-18T00:37:00Z,2025-10-17,19:37:00,19,LASCIN,1.000,23.151,24.19,0.000,0.377709,NA,NA,NA,NA,3,3,3.172,1,0,24.568,22.906,9.000,245AAA0666BC1507,id.csv,10 19\20251018,245AAA0666BC1507_20251018_003700T.WAV,245AAA0666BC1507_20251018_003700_000,NA,NA,NA,3,23.559,408.132,24.028,0.722,52.386,2.710,1.39,NA,2025-10-18T00:37:00Z,LASCIN,2025-10-17
LPE,2025-10-25T04:21:18Z,2025-10-24,23:21:18,23,LASCIN,1.000,11.940,5.24,0.000,0.417446,NA,NA,NA,NA,2,2,3.670,1,0,12.077,11.888,9.000,245AAA0666BC1507,id.csv,10 26\20251025,245AAA0666BC1507_20251025_042118T.WAV,245AAA0666BC1507_20251025_042118_000,NA,NA,NA,2,11.994,203.442,12.015,0.664,-20.659,2.503,0.52,NA,2025-10-25T04:21:18Z,LASCIN,2025-10-24
LPE,2025-10-17T23:45:40Z,2025-10-17,18:45:40,18,LASCIN,1.000,22.729,-4.00,0.000,0.414342,NA,NA,NA,NA,2,2,5.141,1,0,23.291,21.780,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_234540T.WAV,245AAA0666BC1507_20251017_234540_000,NA,NA,NA,2,22.566,6842.320,22.728,1.743,-12.444,2.445,0.67,NA,2025-10-17T23:45:40Z,LASCIN,2025-10-17
LPE,2025-10-19T00:02:14Z,2025-10-18,19:02:14,19,LASCIN,1.000,22.794,9.66,0.000,0.399027,NA,NA,NA,NA,2,2,2.619,1,0,23.326,22.637,9.000,245AAA0666BC1507,id.csv,10 19\20251019,245AAA0666BC1507_20251019_000214T.WAV,245AAA0666BC1507_20251019_000214_000,NA,NA,NA,2,22.926,1028.716,23.028,0.780,86.647,2.353,0.84,NA,2025-10-19T00:02:14Z,LASCIN,2025-10-18
LPE,2025-10-19T00:26:44Z,2025-10-18,19:26:44,19,LASCIN,1.000,23.362,15.89,0.000,0.406458,NA,NA,NA,NA,2,2,2.864,1,0,24.281,23.259,9.000,245AAA0666BC1507,id.csv,10 19\20251019,245AAA0666BC1507_20251019_002644T.WAV,245AAA0666BC1507_20251019_002644_000,NA,NA,NA,2,23.744,407.954,23.705,1.586,44.395,2.864,0.91,NA,2025-10-19T00:26:44Z,LASCIN,2025-10-18
LPE,2025-10-19T00:40:44Z,2025-10-18,19:40:44,19,LASCIN,1.000,23.114,3.14,0.000,0.360659,NA,NA,NA,NA,2,2,3.410,1,0,24.106,22.737,9.000,245AAA0666BC1507,id.csv,10 19\20251019,245AAA0666BC1507_20251019_004044T.WAV,245AAA0666BC1507_20251019_004044_000,NA,NA,NA,2,23.358,678.610,23.291,1.687,28.271,2.813,1.04,NA,2025-10-19T00:40:44Z,LASCIN,2025-10-18
LPE,2025-10-17T21:35:42Z,2025-10-17,16:35:42,16,LASCIN,1.000,12.535,-12.93,0.000,0.427147,NA,NA,NA,NA,2,2,5.883,1,0,12.629,12.315,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_213542T.WAV,245AAA0666BC1507_20251017_213542_000,NA,NA,NA,2,12.475,733.012,12.334,3.138,5.357,4.941,0.56,NA,2025-10-17T21:35:42Z,LASCIN,2025-10-16
LPE,2025-10-17T23:11:50Z,2025-10-17,18:11:50,18,LASCIN,1.000,9.878,-1.09,0.000,0.406490,NA,NA,NA,NA,2,2,8.271,1,0,10.081,9.778,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_231150T.WAV,245AAA0666BC1507_20251017_231150_000,NA,NA,NA,2,9.948,238.767,9.866,3.471,3.323,4.682,0.44,NA,2025-10-17T23:11:50Z,LASCIN,2025-10-17
LPE,2025-10-17T01:14:38Z,2025-10-16,20:14:38,20,LASCIN,1.000,9.867,1.12,0.000,0.406065,NA,NA,NA,NA,2,2,5.465,1,0,9.975,9.836,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_011438T.WAV,245AAA0666BC1507_20251017_011438_000,NA,NA,NA,2,9.902,407.349,9.879,1.827,10.031,3.447,0.26,NA,2025-10-17T01:14:38Z,LASCIN,2025-10-16
LPE,2025-10-16T04:39:58Z,2025-10-15,23:39:58,23,LASCIN,0.400,20.422,1.53,0.000,0.108073,EPTFUS,NA,NA,NA,5,5,3.839,1,0,20.654,20.213,9.000,245AAA0666BC1507,id.csv,10 19\20251016,245AAA0666BC1507_20251016_043958T.WAV,245AAA0666BC1507_20251016_043958_000,NA,NA,NA,2,20.429,1460.092,20.389,1.174,-83.320,2.857,2.37,NA,2025-10-16T04:39:58Z,LASCIN,2025-10-15
LPE,2025-10-18T07:40:02Z,2025-10-18,02:40:02,2,LASNOC,0.586,27.297,53.12,0.000,0.262825,EPTFUS,NA,NA,NA,30,29,4.207,1,0,37.540,27.093,9.000,245AAA0666BC1507,id.csv,10 19\20251018,245AAA0666BC1507_20251018_074002T.WAV,245AAA0666BC1507_20251018_074002_000,NA,NA,NA,17,30.368,151.619,28.603,2.824,293.641,4.059,5.53,NA,2025-10-18T07:40:02Z,LASNOC,2025-10-17
LPE,2025-10-19T02:12:26Z,2025-10-18,21:12:26,21,LASNOC,0.727,27.883,29.01,0.000,0.303717,EPTFUS,NA,NA,NA,23,22,4.877,1,0,41.389,27.636,9.000,245AAA0666BC1507,id.csv,10 19\20251019,245AAA0666BC1507_20251019_021226T.WAV,245AAA0666BC1507_20251019_021226_000,NA,NA,NA,16,31.105,182.150,28.746,3.471,393.860,4.725,4.53,NA,2025-10-19T02:12:26Z,LASNOC,2025-10-18
LPE,2025-10-25T00:43:50Z,2025-10-24,19:43:50,19,LASNOC,0.750,25.897,11.95,0.000,0.256296,EPTFUS,NA,NA,NA,21,20,7.381,1,0,33.275,25.430,9.000,245AAA0666BC1507,id.csv,10 26\20251025,245AAA0666BC1507_20251025_004350T.WAV,245AAA0666BC1507_20251025_004350_000,NA,NA,NA,15,27.625,317.553,26.247,4.867,230.792,6.519,4.97,NA,2025-10-25T00:43:50Z,LASNOC,2025-10-24
LPE,2025-10-15T23:56:28Z,2025-10-15,18:56:28,18,LASNOC,0.615,25.750,25.27,0.000,0.216554,EPTFUS,NA,NA,NA,16,13,5.777,1,0,31.829,25.383,9.000,245AAA0666BC1507,id.csv,10 19\20251015,245AAA0666BC1507_20251015_235628T.WAV,245AAA0666BC1507_20251015_235628_000,NA,NA,NA,8,27.446,264.911,26.381,3.968,184.839,5.387,3.97,NA,2025-10-15T23:56:28Z,LASNOC,2025-10-15
LPE,2025-10-17T00:17:28Z,2025-10-16,19:17:28,19,LASNOC,1.000,25.777,19.66,0.000,0.357899,NA,NA,NA,NA,7,7,3.912,1,0,27.665,25.326,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_001728T.WAV,245AAA0666BC1507_20251017_001728_000,NA,NA,NA,7,26.299,524.510,26.325,1.945,100.402,3.322,1.81,NA,2025-10-17T00:17:28Z,LASNOC,2025-10-16
LPE,2025-10-25T00:59:42Z,2025-10-24,19:59:42,19,LASNOC,0.778,25.550,18.48,0.000,0.270717,EPTFUS,NA,NA,NA,9,9,9.703,1,0,32.495,25.084,9.000,245AAA0666BC1507,id.csv,10 26\20251025,245AAA0666BC1507_20251025_005942T.WAV,245AAA0666BC1507_20251025_005942_000,NA,NA,NA,7,27.232,271.449,25.933,7.431,182.349,8.636,2.68,NA,2025-10-25T00:59:42Z,LASNOC,2025-10-24
LPE,2025-10-17T00:17:42Z,2025-10-16,19:17:42,19,LASNOC,0.467,25.032,13.67,0.000,0.163739,LASCIN,EPTFUS,NA,NA,15,15,7.780,1,0,29.493,24.269,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_001742T.WAV,245AAA0666BC1507_20251017_001742_000,NA,NA,NA,7,26.132,435.368,25.579,4.456,95.333,6.169,5.06,NA,2025-10-17T00:17:42Z,LASNOC,2025-10-16
LPE,2025-10-23T04:47:12Z,2025-10-22,23:47:12,23,LASNOC,0.500,29.529,72.23,0.000,0.141654,EPTFUS,NA,NA,NA,8,8,2.902,1,0,35.882,28.137,9.000,245AAA0666BC1507,id.csv,10 26\20251023,245AAA0666BC1507_20251023_044712T.WAV,245AAA0666BC1507_20251023_044712_000,NA,NA,NA,4,30.992,552.089,31.022,1.549,317.732,2.404,2.96,NA,2025-10-23T04:47:12Z,LASNOC,2025-10-22
LPE,2025-10-18T00:00:50Z,2025-10-17,19:00:50,19,LASNOC,0.750,28.101,41.46,0.000,0.300191,EPTFUS,NA,NA,NA,4,4,2.840,1,0,32.871,27.975,9.000,245AAA0666BC1507,id.csv,10 19\20251018,245AAA0666BC1507_20251018_000050T.WAV,245AAA0666BC1507_20251018_000050_000,NA,NA,NA,3,29.545,124.253,29.098,1.643,240.343,2.804,1.01,NA,2025-10-18T00:00:50Z,LASNOC,2025-10-17
LPE,2025-10-18T00:26:58Z,2025-10-17,19:26:58,19,LASNOC,0.750,27.620,37.93,0.000,0.319590,EPTFUS,NA,NA,NA,4,4,3.641,1,0,34.304,27.307,9.000,245AAA0666BC1507,id.csv,10 19\20251018,245AAA0666BC1507_20251018_002658T.WAV,245AAA0666BC1507_20251018_002658_000,NA,NA,NA,3,29.553,346.557,28.365,2.491,151.829,3.459,1.09,NA,2025-10-18T00:26:58Z,LASNOC,2025-10-17
LPE,2025-10-14T23:52:30Z,2025-10-14,18:52:30,18,LASNOC,0.600,26.039,6.61,0.000,0.280129,EPTFUS,NA,NA,NA,5,5,5.808,1,0,31.379,25.598,9.000,245AAA0666BC1507,id.csv,10 19\20251014,245AAA0666BC1507_20251014_235230T.WAV,245AAA0666BC1507_20251014_235230_000,NA,NA,NA,3,27.311,582.088,26.294,4.208,172.772,5.146,1.67,NA,2025-10-14T23:52:30Z,LASNOC,2025-10-14
LPE,2025-10-19T00:22:32Z,2025-10-18,19:22:32,19,LASNOC,0.600,28.108,33.31,0.000,0.224318,EPTFUS,NA,NA,NA,5,5,3.380,1,0,33.199,27.886,9.000,245AAA0666BC1507,id.csv,10 19\20251019,245AAA0666BC1507_20251019_002232T.WAV,245AAA0666BC1507_20251019_002232_000,NA,NA,NA,3,29.680,384.788,28.886,1.741,185.428,2.618,1.73,NA,2025-10-19T00:22:32Z,LASNOC,2025-10-18
LPE,2025-10-25T00:41:16Z,2025-10-24,19:41:16,19,LASNOC,0.500,26.194,32.06,0.000,0.178529,EPTFUS,NA,NA,NA,6,6,4.304,1,0,31.878,25.415,9.000,245AAA0666BC1507,id.csv,10 26\20251025,245AAA0666BC1507_20251025_004116T.WAV,245AAA0666BC1507_20251025_004116_000,NA,NA,NA,3,27.680,617.388,26.951,2.862,176.131,3.886,1.86,NA,2025-10-25T00:41:16Z,LASNOC,2025-10-24
LPE,2025-10-17T01:14:24Z,2025-10-16,20:14:24,20,LASNOC,0.333,24.489,20.77,0.000,0.100976,LASCIN,EPTFUS,NA,NA,9,9,5.647,1,0,27.660,24.248,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_011424T.WAV,245AAA0666BC1507_20251017_011424_000,NA,NA,NA,3,25.345,322.769,25.204,2.917,114.704,5.042,2.65,NA,2025-10-17T01:14:24Z,LASNOC,2025-10-16
LPE,2025-10-19T01:51:12Z,2025-10-18,20:51:12,20,LASNOC,1.000,28.513,28.91,0.000,0.339174,NA,NA,NA,NA,2,2,3.419,1,0,31.945,28.194,9.000,245AAA0666BC1507,id.csv,10 19\20251019,245AAA0666BC1507_20251019_015112T.WAV,245AAA0666BC1507_20251019_015112_000,NA,NA,NA,2,29.440,1218.765,29.005,2.385,173.739,3.144,0.53,NA,2025-10-19T01:51:12Z,LASNOC,2025-10-18
LPE,2025-10-17T11:50:28Z,2025-10-17,06:50:28,6,LASNOC,1.000,24.927,4.38,0.000,0.233619,NA,NA,NA,NA,2,2,2.812,1,0,25.199,24.617,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_115028T.WAV,245AAA0666BC1507_20251017_115028_000,NA,NA,NA,2,24.891,796.831,25.001,0.802,-95.210,2.088,0.76,NA,2025-10-17T11:50:28Z,LASNOC,2025-10-16
LPE,2025-10-19T00:46:35Z,2025-10-18,19:46:35,19,LASNOC,0.667,26.876,14.61,0.000,0.293460,EPTFUS,NA,NA,NA,3,3,3.763,1,0,29.292,26.698,8.000,245AAA0666BC1507,id.csv,10 19\20251019,245AAA0666BC1507_20251019_004635T.WAV,245AAA0666BC1507_20251019_004635_000,NA,NA,NA,2,27.525,499.217,27.281,2.185,94.748,3.414,1.92,NA,2025-10-19T00:46:35Z,LASNOC,2025-10-18
LPE,2025-10-17T11:08:14Z,2025-10-17,06:08:14,6,LASNOC,0.667,28.899,-5.00,0.000,0.105658,LASBOR,NA,NA,NA,3,3,3.643,1,0,29.721,28.251,9.000,245AAA0666BC1507,id.csv,10 19\20251017,245AAA0666BC1507_20251017_110814T.WAV,245AAA0666BC1507_20251017_110814_000,NA,NA,NA,2,28.852,498.401,28.820,1.849,164.050,2.836,1.74,NA,2025-10-17T11:08:14Z,LASNOC,2025-10-16
LPI,2025-10-25T00:41:04Z,2025-10-24,19:41:04,19,EPTFUS,0.667,25.412,22.00,0.000,0.256545,LASNOC,NA,NA,NA,7,6,4.961,1,0,32.052,25.090,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_004104T.WAV,245AAA0666BC08AE_20251025_004104_000,NA,NA,NA,4,27.374,500.718,25.750,3.731,242.312,4.658,1.99,NA,2025-10-25T00:41:04Z,EPTFUS,2025-10-24
LPI,2025-10-25T01:02:18Z,2025-10-24,20:02:18,20,EPTFUS,0.667,26.139,2.00,0.000,0.222250,LASNOC,NA,NA,NA,3,3,5.511,1,0,30.332,25.710,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_010218T.WAV,245AAA0666BC08AE_20251025_010218_000,NA,NA,NA,2,27.129,312.701,26.385,3.702,95.281,4.894,0.58,NA,2025-10-25T01:02:18Z,EPTFUS,2025-10-24
LPI,2025-10-25T00:29:52Z,2025-10-24,19:29:52,19,LASCIN,1.000,12.622,0.83,0.000,0.424290,NA,NA,NA,NA,29,29,4.826,1,0,12.739,12.543,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_002952T.WAV,245AAA0666BC08AE_20251025_002952_000,NA,NA,NA,29,12.623,283.439,12.632,1.987,20.635,3.618,6.52,NA,2025-10-25T00:29:52Z,LASCIN,2025-10-24
LPI,2025-10-25T00:29:24Z,2025-10-24,19:29:24,19,LASCIN,1.000,16.170,-2.12,0.000,0.426299,NA,NA,NA,NA,16,16,8.402,1,0,16.362,16.044,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_002924T.WAV,245AAA0666BC08AE_20251025_002924_000,NA,NA,NA,16,16.187,358.720,16.181,3.371,10.323,5.845,3.65,NA,2025-10-25T00:29:24Z,LASCIN,2025-10-24
LPI,2025-10-25T00:50:10Z,2025-10-24,19:50:10,19,LASCIN,1.000,22.495,6.75,0.000,0.425730,NA,NA,NA,NA,3,3,4.081,1,0,22.860,22.285,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_005010T.WAV,245AAA0666BC08AE_20251025_005010_000,NA,NA,NA,3,22.541,1131.150,22.599,1.004,83.983,3.431,1.00,NA,2025-10-25T00:50:10Z,LASCIN,2025-10-24
LPI,2025-10-25T02:20:56Z,2025-10-24,21:20:56,21,LASCIN,0.600,23.807,6.69,0.000,0.218610,LASNOC,NA,NA,NA,6,5,5.842,1,0,25.450,23.356,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_022056T.WAV,245AAA0666BC08AE_20251025_022056_000,NA,NA,NA,3,24.290,327.384,24.123,3.575,58.225,4.966,2.41,NA,2025-10-25T02:20:56Z,LASCIN,2025-10-24
LPI,2025-10-25T00:45:58Z,2025-10-24,19:45:58,19,LASCIN,1.000,21.370,-9.81,0.000,0.373657,NA,NA,NA,NA,2,2,3.299,1,0,21.569,20.916,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_004558T.WAV,245AAA0666BC08AE_20251025_004558_000,NA,NA,NA,2,21.230,5.377,21.255,1.226,-51.468,3.299,0.84,NA,2025-10-25T00:45:58Z,LASCIN,2025-10-24
LPI,2025-10-25T00:29:10Z,2025-10-24,19:29:10,19,LASCIN,1.000,18.570,-0.85,0.000,0.417094,NA,NA,NA,NA,2,2,4.231,1,0,18.646,18.395,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_002910T.WAV,245AAA0666BC08AE_20251025_002910_000,NA,NA,NA,2,18.543,833.402,18.541,0.713,-40.379,2.356,0.84,NA,2025-10-25T00:29:10Z,LASCIN,2025-10-24
LPI,2025-10-24T06:32:00Z,2025-10-24,01:32:00,1,LASNOC,0.857,25.751,33.23,0.000,0.305382,EPTFUS,NA,NA,NA,7,7,4.539,1,0,29.798,25.239,9.000,245AAA0666BC08AE,id.csv,10 26\20251024,245AAA0666BC08AE_20251024_063200T.WAV,245AAA0666BC08AE_20251024_063200_000,NA,NA,NA,6,26.819,487.026,26.320,2.730,156.706,3.719,3.16,NA,2025-10-24T06:32:00Z,LASNOC,2025-10-23
LPI,2025-10-22T00:10:42Z,2025-10-21,19:10:42,19,LASNOC,1.000,25.733,-10.02,0.000,0.287901,NA,NA,NA,NA,5,5,4.264,1,0,28.360,24.716,9.000,245AAA0666BC08AE,id.csv,10 23\20251022,245AAA0666BC08AE_20251022_001042T.WAV,245AAA0666BC08AE_20251022_001042_000,NA,NA,NA,5,26.025,957.566,25.875,1.907,104.469,3.099,2.09,NA,2025-10-22T00:10:42Z,LASNOC,2025-10-21
LPI,2025-10-23T23:57:40Z,2025-10-23,18:57:40,18,LASNOC,0.714,24.738,19.97,0.000,0.136687,LASCIN,NA,NA,NA,9,7,2.913,1,0,26.505,23.887,9.000,245AAA0666BC08AE,id.csv,10 26\20251023,245AAA0666BC08AE_20251023_235740T.WAV,245AAA0666BC08AE_20251023_235740_000,NA,NA,NA,5,24.893,588.847,25.248,1.120,20.903,2.098,3.87,NA,2025-10-23T23:57:40Z,LASNOC,2025-10-23
LPI,2025-10-23T04:47:12Z,2025-10-22,23:47:12,23,LASNOC,0.714,27.293,27.66,0.000,0.301091,EPTFUS,NA,NA,NA,7,7,4.770,1,0,36.125,26.546,9.000,245AAA0666BC08AE,id.csv,10 23\20251023,245AAA0666BC08AE_20251023_044712T.WAV,245AAA0666BC08AE_20251023_044712_000,NA,NA,NA,5,29.281,275.094,28.032,3.170,315.278,4.315,2.51,NA,2025-10-23T04:47:12Z,LASNOC,2025-10-22
LPI,2025-10-25T00:59:44Z,2025-10-24,19:59:44,19,LASNOC,0.800,24.562,15.69,0.000,0.142675,LASCIN,NA,NA,NA,5,5,5.029,1,0,25.918,24.101,9.000,245AAA0666BC08AE,id.csv,10 26\20251025,245AAA0666BC08AE_20251025_005944T.WAV,245AAA0666BC08AE_20251025_005944_000,NA,NA,NA,4,24.890,613.377,24.976,2.280,14.679,4.097,1.29,NA,2025-10-25T00:59:44Z,LASNOC,2025-10-24
LPI,2025-10-24T10:09:56Z,2025-10-24,05:09:56,5,LASNOC,0.500,25.541,13.14,0.000,0.229419,EPTFUS,NA,NA,NA,6,6,6.995,1,0,34.918,24.976,9.000,245AAA0666BC08AE,id.csv,10 26\20251024,245AAA0666BC08AE_20251024_100956T.WAV,245AAA0666BC08AE_20251024_100956_000,NA,NA,NA,3,27.706,343.530,25.802,5.229,274.518,6.090,1.95,NA,2025-10-24T10:09:56Z,LASNOC,2025-10-23
LPO,2025-10-24T01:43:36Z,2025-10-23,20:43:36,20,EPTFUS,0.667,24.207,2.67,0,0.102213,LASNOC,NA,NA,NA,6,6,8.008,1,0,24.567,23.918,9,24E144036484A442,id.csv,10 26\20251024,24E144036484A442_20251024_014336T.WAV,24E144036484A442_20251024_014336_000,NA,NA,NA,4,24.219,44.992,24.233,2.635,8.397,5.334,1.31,NA,2025-10-24T01:43:36Z,EPTFUS,2025-10-23
LPO,2025-10-25T00:54:50Z,2025-10-24,19:54:50,19,EPTFUS,0.667,23.858,-23.34,0,0.079923,LASCIN,NA,NA,NA,3,3,3.479,1,0,24.003,23.439,9,24E144036484A442,id.csv,10 26\20251025,24E144036484A442_20251025_005450T.WAV,24E144036484A442_20251025_005450_000,NA,NA,NA,2,23.738,539.844,23.671,0.788,-42.246,2.577,0.82,NA,2025-10-25T00:54:50Z,EPTFUS,2025-10-24
LPO,2025-10-26T04:19:28Z,2025-10-25,23:19:28,23,EPTFUS,0.667,20.662,2.19,0,0.11234,LASCIN,NA,NA,NA,3,3,3.311,1,0,21.059,20.121,9,24E144036484A442,id.csv,10 26\20251026,24E144036484A442_20251026_041928T.WAV,24E144036484A442_20251026_041928_000,NA,NA,NA,2,20.545,185.869,20.682,1.484,-57.587,2.193,1.37,NA,2025-10-26T04:19:28Z,EPTFUS,2025-10-25
LPO,2025-10-26T01:34:02Z,2025-10-25,20:34:02,20,LASCIN,0.955,17.835,3.08,0,0.386119,EPTFUS,NA,NA,NA,22,22,3.901,1,0,18.135,17.564,9,24E144036484A442,id.csv,10 26\20251026,24E144036484A442_20251026_013402T.WAV,24E144036484A442_20251026_013402_000,NA,NA,NA,21,17.824,136.824,17.851,1.255,4.476,2.661,6.19,NA,2025-10-26T01:34:02Z,LASCIN,2025-10-25
LPO,2025-10-25T00:16:48Z,2025-10-24,19:16:48,19,LASCIN,0.833,21.161,0.39,0,0.296465,EPTFUS,NA,NA,NA,24,24,4.545,1,0,21.41,20.98,9,24E144036484A442,id.csv,10 26\20251025,24E144036484A442_20251025_001648T.WAV,24E144036484A442_20251025_001648_000,NA,NA,NA,20,21.163,40.653,21.191,1.187,0.828,3.046,7.45,NA,2025-10-25T00:16:48Z,LASCIN,2025-10-24
LPO,2025-10-25T00:04:26Z,2025-10-24,19:04:26,19,LASCIN,0.941,18.796,0.19,0,0.276869,EPTFUS,NA,NA,NA,17,17,21.077,1,0,18.977,18.659,9,24E144036484A442,id.csv,10 26\20251025,24E144036484A442_20251025_000426T.WAV,24E144036484A442_20251025_000426_000,NA,NA,NA,16,18.814,468.24,18.819,7.066,3.953,15.358,9.77,NA,2025-10-25T00:04:26Z,LASCIN,2025-10-24
LPO,2025-10-25T04:07:48Z,2025-10-24,23:07:48,23,LASCIN,1,10.184,1.62,0,0.382179,NA,NA,NA,NA,15,15,8.809,1,0,10.28,10.056,9,24E144036484A442,id.csv,10 26\20251025,24E144036484A442_20251025_040748T.WAV,24E144036484A442_20251025_040748_000,NA,NA,NA,15,10.179,39.24,10.202,3.877,-2.861,5.815,2.63,NA,2025-10-25T04:07:48Z,LASCIN,2025-10-24
LPO,2025-10-24T04:56:34Z,2025-10-23,23:56:34,23,LASCIN,1,13.03,0.78,0,0.41829,NA,NA,NA,NA,12,12,7.622,1,0,13.197,12.91,9,24E144036484A442,id.csv,10 26\20251024,24E144036484A442_20251024_045634T.WAV,24E144036484A442_20251024_045634_000,NA,NA,NA,12,13.024,79.698,13.042,2.423,13.898,4.628,2.42,NA,2025-10-24T04:56:34Z,LASCIN,2025-10-23
LPO,2025-10-24T00:26:36Z,2025-10-23,19:26:36,19,LASCIN,0.923,17.797,-1.56,0,0.382404,EPTFUS,NA,NA,NA,13,13,4.741,1,0,17.922,17.66,9,24E144036484A442,id.csv,10 26\20251024,24E144036484A442_20251024_002636T.WAV,24E144036484A442_20251024_002636_000,NA,NA,NA,12,17.79,29.919,17.784,1.316,20.21,3.167,1.38,NA,2025-10-24T00:26:36Z,LASCIN,2025-10-23
